# multipoles
# s[mm] polynom_b[n=0][T/m^n] polynom_b[n=1][T/m^n] polynom_b[n=2][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=6][T/m^n] 
+1.1500000000000004e+00 -5.6770446347233139e-01 +7.7635315434150396e+00 -3.6444145120253196e-01 -8.4490915056515163e+01 -2.5620392592043016e+07 
+1.2000000000000004e+00 -5.6771142853366729e-01 +7.7639367774762444e+00 -3.7349324739147022e-01 -8.4446912111952329e+01 -2.5585525446022913e+07 
+1.2500000000000004e+00 -5.6771868091339639e-01 +7.7643586490373080e+00 -3.8287787343328528e-01 -8.4403871458199461e+01 -2.5554812488920085e+07 
+1.3000000000000005e+00 -5.6772621913048615e-01 +7.7647969905450642e+00 -3.9259213222437900e-01 -8.4361342616764205e+01 -2.5527811528993271e+07 
+1.3500000000000005e+00 -5.6773404170391162e-01 +7.7652516344454803e+00 -4.0263282680206425e-01 -8.4318875090194013e+01 -2.5504080365834594e+07 
+1.4000000000000006e+00 -5.6774214715266236e-01 +7.7657224131859044e+00 -4.1299676022995280e-01 -8.4276018394298646e+01 -2.5483176789472450e+07 
+1.4500000000000006e+00 -5.6775053399573827e-01 +7.7662091592126767e+00 -4.2368073561070807e-01 -8.4232322021605128e+01 -2.5464658589091439e+07 
+1.5000000000000007e+00 -5.6775920075215147e-01 +7.7667117049733063e+00 -4.3468155604119835e-01 -8.4187335476330986e+01 -2.5448083557374787e+07 
+1.5500000000000007e+00 -5.6776814594092384e-01 +7.7672298829142141e+00 -4.4599602472028588e-01 -8.4140608238428570e+01 -2.5433009474682033e+07 
+1.6000000000000008e+00 -5.6777736808109158e-01 +7.7677635254829012e+00 -4.5762094476775134e-01 -8.4091689797477727e+01 -2.5418994128703579e+07 
+1.6500000000000008e+00 -5.6778686569169545e-01 +7.7683124651256037e+00 -4.6955311960909091e-01 -8.4040129617516030e+01 -2.5405595279160228e+07 
+1.7000000000000008e+00 -5.6779663729179197e-01 +7.7688765342897810e+00 -4.8178935247330046e-01 -8.3985477173976875e+01 -2.5392370704636164e+07 
+1.7500000000000009e+00 -5.6780668140044188e-01 +7.7694555654213353e+00 -4.9432644687797439e-01 -8.3927281912527036e+01 -2.5378878157240152e+07 
+1.8000000000000009e+00 -5.6781699653672491e-01 +7.7700493909672854e+00 -5.0716120604390735e-01 -8.3865093288853771e+01 -2.5364675417982381e+07 
+1.8500000000000010e+00 -5.6782758121972110e-01 +7.7706578433734741e+00 -5.2029043369508698e-01 -8.3798460735263305e+01 -2.5349320215396933e+07 
+1.9000000000000010e+00 -5.6783843396852463e-01 +7.7712807550857610e+00 -5.3371093331473907e-01 -8.3726933677872822e+01 -2.5332370309081838e+07 
+1.9500000000000011e+00 -5.6784955330223674e-01 +7.7719179585502642e+00 -5.4741950859983768e-01 -8.3650061539950528e+01 -2.5313383433777090e+07 
+2.0000000000000009e+00 -5.6786093773996937e-01 +7.7725692862117963e+00 -5.6141296325712065e-01 -8.3567393719910086e+01 -2.5291917324011642e+07 
+2.0500000000000007e+00 -5.6787258567776144e-01 +7.7732345772442049e+00 -5.7568725392280995e-01 -8.3478627925879536e+01 -2.5267702402746722e+07 
+2.1000000000000005e+00 -5.6788449502332583e-01 +7.7739136926938448e+00 -5.9023474051588887e-01 -8.3384023061204559e+01 -2.5241162562124573e+07 
+2.1500000000000004e+00 -5.6789666356330970e-01 +7.7746064978212939e+00 -6.0504682368191764e-01 -8.3283970656100379e+01 -2.5212896279539689e+07 
+2.2000000000000002e+00 -5.6790908908436399e-01 +7.7753128578888067e+00 -6.2011490425234350e-01 -8.3178862264850906e+01 -2.5183502014877271e+07 
+2.2500000000000000e+00 -5.6792176937315519e-01 +7.7760326381585987e+00 -6.3543038273818908e-01 -8.3069089440561129e+01 -2.5153578258558672e+07 
+2.2999999999999998e+00 -5.6793470221635189e-01 +7.7767657038935543e+00 -6.5098465997839006e-01 -8.2955043747338891e+01 -2.5123723464685034e+07 
+2.3499999999999996e+00 -5.6794788540063457e-01 +7.7775119203575747e+00 -6.6676913651495162e-01 -8.2837116764027954e+01 -2.5094536120759375e+07 
+2.3999999999999995e+00 -5.6796131671269190e-01 +7.7782711528148329e+00 -6.8277521302708533e-01 -8.2715700074089298e+01 -2.5066614693329372e+07 
+2.4499999999999993e+00 -5.6797499393921491e-01 +7.7790432665305040e+00 -6.9899429026644533e-01 -8.2591185277684644e+01 -2.5040557646252885e+07 
+2.4999999999999991e+00 -5.6798891486691150e-01 +7.7798281267704832e+00 -7.1541776864317252e-01 -8.2463963986666172e+01 -2.5016963472130898e+07 
+2.5499999999999989e+00 -5.6800307728248822e-01 +7.7806255988012119e+00 -7.3203704894172683e-01 -8.2334427823004759e+01 -2.4996430625117101e+07 
+2.5999999999999988e+00 -5.6801747897266519e-01 +7.7814355478902701e+00 -7.4884353157550421e-01 -8.2202968428122659e+01 -2.4979557597742084e+07 
+2.6499999999999986e+00 -5.6803211772416684e-01 +7.7822578393052169e+00 -7.6582861710968697e-01 -8.2069977445210455e+01 -2.4966942863514766e+07 
+2.6999999999999984e+00 -5.6804699132372383e-01 +7.7830923383157966e+00 -7.8298370612911361e-01 -8.1935846553414379e+01 -2.4959184891021814e+07 
+2.7499999999999982e+00 -5.6806209755807635e-01 +7.7839389101911483e+00 -8.0030019896738647e-01 -8.1800967426673893e+01 -2.4956882176766500e+07 
+2.7999999999999980e+00 -5.6807743421396750e-01 +7.7847974202024490e+00 -8.1776949618741046e-01 -8.1665731771838765e+01 -2.4960633188685022e+07 
+2.8499999999999979e+00 -5.6809299907815025e-01 +7.7856677336205884e+00 -8.3538299807481975e-01 -8.1530531296937596e+01 -2.4971036423192654e+07 
+2.8999999999999977e+00 -5.6810878993738168e-01 +7.7865497157186692e+00 -8.5313210506547310e-01 -8.1395757746347570e+01 -2.4988690355468072e+07 
+2.9499999999999975e+00 -5.6812480457842418e-01 +7.7874432317694895e+00 -8.7100821744910562e-01 -8.1261802865821238e+01 -2.5014193480713513e+07 
+2.9999999999999973e+00 -5.6814104078804695e-01 +7.7883481470476168e+00 -8.8900273555815357e-01 -8.1129058430779438e+01 -2.5048144279715557e+07 
+3.0499999999999972e+00 -5.6815749624509815e-01 +7.7892643165666762e+00 -9.0710885716752965e-01 -8.0997891144859082e+01 -2.5090846061813492e+07 
+3.0999999999999970e+00 -5.6817416818959543e-01 +7.7901915540046467e+00 -9.2532707561917904e-01 -8.0868634822804921e+01 -2.5141362016074587e+07 
+3.1499999999999968e+00 -5.6819105374996803e-01 +7.7911296626641349e+00 -9.4365973708761330e-01 -8.0741633413643385e+01 -2.5198428028840523e+07 
+3.1999999999999966e+00 -5.6820815005464909e-01 +7.7920784458481762e+00 -9.6210918761039976e-01 -8.0617230877403728e+01 -2.5260779998407431e+07 
+3.2499999999999964e+00 -5.6822545423207771e-01 +7.7930377068588728e+00 -9.8067777295915737e-01 -8.0495771160951122e+01 -2.5327153853554975e+07 
+3.2999999999999963e+00 -5.6824296341069525e-01 +7.7940072489973300e+00 -9.9936783877395841e-01 -8.0377598197888403e+01 -2.5396285545020360e+07 
+3.3499999999999961e+00 -5.6826067471894703e-01 +7.7949868755648168e+00 -1.0181817304705154e+00 -8.0263055924470891e+01 -2.5466911049752828e+07 
+3.3999999999999959e+00 -5.6827858528528075e-01 +7.7959763898609653e+00 -1.0371217934065464e+00 -8.0152488254751788e+01 -2.5537766353825614e+07 
+3.4499999999999957e+00 -5.6829669223814960e-01 +7.7969755951852902e+00 -1.0561903725227491e+00 -8.0046239101605423e+01 -2.5607587496174991e+07 
+3.4999999999999956e+00 -5.6831499270600672e-01 +7.7979842948356897e+00 -1.0753898127483636e+00 -7.9944652355998713e+01 -2.5675110518233784e+07 
+3.5499999999999954e+00 -5.6833348381731053e-01 +7.7990022921102282e+00 -1.0947224586869926e+00 -7.9848071912729921e+01 -2.5739071503328081e+07 
+3.5999999999999952e+00 -5.6835216270052136e-01 +7.8000293903051983e+00 -1.1141906546876128e+00 -7.9756841642037486e+01 -2.5798206567271810e+07 
+3.6499999999999950e+00 -5.6837102648409843e-01 +7.8010653927162856e+00 -1.1337967450778488e+00 -7.9671305407283029e+01 -2.5851251833087012e+07 
+3.6999999999999948e+00 -5.6839007229651151e-01 +7.8021101026383892e+00 -1.1535430735604824e+00 -7.9591807061807785e+01 -2.5896943493517660e+07 
+3.7499999999999947e+00 -5.6840929726622202e-01 +7.8031633233650517e+00 -1.1734319840353744e+00 -7.9518690441859334e+01 -2.5934017730303265e+07 
+3.7999999999999945e+00 -5.6842869852169986e-01 +7.8042248581888884e+00 -1.1934658198680799e+00 -7.9452299371798276e+01 -2.5961210785078149e+07 
+3.8499999999999943e+00 -5.6844827319141500e-01 +7.8052945104011897e+00 -1.2136469241563779e+00 -7.9392977658400326e+01 -2.5977258936746430e+07 
+3.8999999999999941e+00 -5.6846801840383598e-01 +7.8063720832924179e+00 -1.2339776399751339e+00 -7.9341069099403200e+01 -2.5980898469205257e+07 
+3.9499999999999940e+00 -5.6848793128743369e-01 +7.8074573801517300e+00 -1.2544603099527720e+00 -7.9296917476040406e+01 -2.5970865724348214e+07 
+3.9999999999999938e+00 -5.6850800897068354e-01 +7.8085502042669592e+00 -1.2750972763350648e+00 -7.9260866552648210e+01 -2.5945897089442648e+07 
+4.0499999999999936e+00 -5.6852824860193796e-01 +7.8096503516992639e+00 -1.2958881872646322e+00 -7.9233112372302728e+01 -2.5905160766304374e+07 
+4.0999999999999934e+00 -5.6854864741652944e-01 +7.8107575826509139e+00 -1.3168211395197453e+00 -7.9213134144781023e+01 -2.5849696846595898e+07 
+4.1499999999999932e+00 -5.6856920267369970e-01 +7.8118716464654359e+00 -1.3378811112394047e+00 -7.9200197106515716e+01 -2.5781056279431082e+07 
+4.1999999999999931e+00 -5.6858991163269390e-01 +7.8129922924846369e+00 -1.3590530804934142e+00 -7.9193566466334090e+01 -2.5700790016544353e+07 
+4.2499999999999929e+00 -5.6861077155274031e-01 +7.8141192700509245e+00 -1.3803220259127744e+00 -7.9192507445343438e+01 -2.5610448948068857e+07 
+4.2999999999999927e+00 -5.6863177969306133e-01 +7.8152523285063564e+00 -1.4016729264003576e+00 -7.9196285262293230e+01 -2.5511583925655503e+07 
+4.3499999999999925e+00 -5.6865293331287148e-01 +7.8163912171917227e+00 -1.4230907611350143e+00 -7.9204165121884770e+01 -2.5405745761259243e+07 
+4.3999999999999924e+00 -5.6867422967136949e-01 +7.8175356854485338e+00 -1.4445605099294903e+00 -7.9215412241983401e+01 -2.5294485193543695e+07 
+4.4499999999999922e+00 -5.6869566602774946e-01 +7.8186854826177772e+00 -1.4660671527600351e+00 -7.9229291837409050e+01 -2.5179352930653751e+07 
+4.4999999999999920e+00 -5.6871723964118914e-01 +7.8198403580402065e+00 -1.4875956701837456e+00 -7.9245069122883393e+01 -2.5061899614211287e+07 
+4.5499999999999918e+00 -5.6873894777085710e-01 +7.8210000610559591e+00 -1.5091310430761347e+00 -7.9262009308707377e+01 -2.4943675840727739e+07 
+4.5999999999999917e+00 -5.6876078767591109e-01 +7.8221643410055925e+00 -1.5306582527682033e+00 -7.9279377615005828e+01 -2.4826232145149287e+07 
+4.6499999999999915e+00 -5.6878275661549338e-01 +7.8233329472280717e+00 -1.5521622810674021e+00 -7.9296439243729338e+01 -2.4711119007150102e+07 
+4.6999999999999913e+00 -5.6880485184873308e-01 +7.8245056290631396e+00 -1.5736281103247978e+00 -7.9312459412153814e+01 -2.4599886833939921e+07 
+4.7499999999999911e+00 -5.6882707063474813e-01 +7.8256821358500144e+00 -1.5950407232326536e+00 -7.9326703334313265e+01 -2.4494085987125427e+07 
+4.7999999999999909e+00 -5.6884941023264313e-01 +7.8268622169275126e+00 -1.6163851029378777e+00 -7.9338436223455787e+01 -2.4395266767890707e+07 
+4.8499999999999908e+00 -5.6887186790150068e-01 +7.8280456216339411e+00 -1.6376462333999373e+00 -7.9346923290275285e+01 -2.4304979383402035e+07 
+4.8999999999999906e+00 -5.6889444090039887e-01 +7.8292320993072311e+00 -1.6588090986570643e+00 -7.9351429745170876e+01 -2.4224774016635068e+07 
+4.9499999999999904e+00 -5.6891712648839288e-01 +7.8304213992856111e+00 -1.6798586835829614e+00 -7.9351220807579750e+01 -2.4156200751555007e+07 
+4.9999999999999902e+00 -5.6893992192452647e-01 +7.8316132709056268e+00 -1.7007799734442794e+00 -7.9345561672673966e+01 -2.4100809608539421e+07 
+5.0499999999999901e+00 -5.6896282442161639e-01 +7.8328074816418205e+00 -1.7215606772752201e+00 -7.9333937597162404e+01 -2.4059725704267982e+07 
+5.0999999999999899e+00 -5.6898583100119016e-01 +7.8340038782592352e+00 -1.7422007882972363e+00 -7.9316861397467932e+01 -2.4032175878648661e+07 
+5.1499999999999897e+00 -5.6900893863474145e-01 +7.8352023293219926e+00 -1.7627037768127731e+00 -7.9295144082648548e+01 -2.4016851722494304e+07 
+5.1999999999999895e+00 -5.6903214429376348e-01 +7.8364027033962707e+00 -1.7830731127855681e+00 -7.9269596715597402e+01 -2.4012444842931286e+07 
+5.2499999999999893e+00 -5.6905544494973959e-01 +7.8376048690467899e+00 -1.8033122661802086e+00 -7.9241030353018644e+01 -2.4017646845942978e+07 
+5.2999999999999892e+00 -5.6907883757414879e-01 +7.8388086948386979e+00 -1.8234247066154035e+00 -7.9210256072246622e+01 -2.4031149376469936e+07 
+5.3499999999999890e+00 -5.6910231913847265e-01 +7.8400140493366877e+00 -1.8434139030998580e+00 -7.9178084960046718e+01 -2.4051644142107893e+07 
+5.3999999999999888e+00 -5.6912588661418306e-01 +7.8412208011048881e+00 -1.8632833245067657e+00 -7.9145328110159298e+01 -2.4077822869122293e+07 
+5.4499999999999886e+00 -5.6914953697275317e-01 +7.8424288187073747e+00 -1.8830364391442942e+00 -7.9112796631551859e+01 -2.4108377337590687e+07 
+5.4999999999999885e+00 -5.6917326718564520e-01 +7.8436379707071797e+00 -1.9026767152200472e+00 -7.9081301635451396e+01 -2.4141999346629970e+07 
+5.5499999999999883e+00 -5.6919707422432408e-01 +7.8448481256673919e+00 -1.9222076202583422e+00 -7.9051654249589077e+01 -2.4177380761843879e+07 
+5.5999999999999881e+00 -5.6922095506024672e-01 +7.8460591521506426e+00 -1.9416326215273065e+00 -7.9024665612404263e+01 -2.4213213479109325e+07 
+5.6499999999999879e+00 -5.6924490666486571e-01 +7.8472709187191807e+00 -1.9609551858822811e+00 -7.9001146874517929e+01 -2.4248189441452418e+07 
+5.6999999999999877e+00 -5.6926892600962631e-01 +7.8484832939347209e+00 -1.9801787799103816e+00 -7.8981909196473268e+01 -2.4281000616810020e+07 
+5.7499999999999876e+00 -5.6929301006597766e-01 +7.8496961463583252e+00 -1.9993068693308422e+00 -7.8967763747458534e+01 -2.4310339068331998e+07 
+5.7999999999999874e+00 -5.6931715580535525e-01 +7.8509093445513125e+00 -2.0183429199053364e+00 -7.8959521718372912e+01 -2.4334896853753407e+07 
+5.8499999999999872e+00 -5.6934136019919346e-01 +7.8521227570738112e+00 -2.0372903966524252e+00 -7.8957994302866240e+01 -2.4353366113206953e+07 
+5.8999999999999870e+00 -5.6936562021891934e-01 +7.8533362524856187e+00 -2.0561527643729547e+00 -7.8963992707948989e+01 -2.4364439008395560e+07 
+5.9499999999999869e+00 -5.6938993283596018e-01 +7.8545496993466486e+00 -2.0749334870317186e+00 -7.8978328161851294e+01 -2.4366807792174168e+07 
+5.9999999999999867e+00 -5.6941429502173047e-01 +7.8557629662159112e+00 -2.0936360285498257e+00 -7.9001811911075848e+01 -2.4359164737457290e+07 
+6.0499999999999865e+00 -5.6943870385381201e-01 +7.8569759154216561e+00 -2.1122621744043681e+00 -7.9035082103261814e+01 -2.4340524070065930e+07 
+6.0999999999999863e+00 -5.6946315683945992e-01 +7.8581883838821094e+00 -2.1308064839016052e+00 -7.9077908701247338e+01 -2.4311370766808640e+07 
+6.1499999999999861e+00 -5.6948765159518000e-01 +7.8594002017106250e+00 -2.1492615555211105e+00 -7.9129791438991859e+01 -2.4272616768897403e+07 
+6.1999999999999860e+00 -5.6951218573746609e-01 +7.8606111990180905e+00 -2.1676199876554607e+00 -7.9190229975301634e+01 -2.4225174100383706e+07 
+6.2499999999999858e+00 -5.6953675688279837e-01 +7.8618212059153230e+00 -2.1858743789101345e+00 -7.9258723973600212e+01 -2.4169954761603825e+07 
+6.2999999999999856e+00 -5.6956136264764690e-01 +7.8630300525129471e+00 -2.2040173279150856e+00 -7.9334773100356500e+01 -2.4107870750115972e+07 
+6.3499999999999854e+00 -5.6958600064846154e-01 +7.8642375689217694e+00 -2.2220414337601770e+00 -7.9417877030095099e+01 -2.4039834017559905e+07 
+6.3999999999999853e+00 -5.6961066850168363e-01 +7.8654435852519633e+00 -2.2399392954602866e+00 -7.9507535434982813e+01 -2.3966756521693457e+07 
+6.4499999999999851e+00 -5.6963536382373681e-01 +7.8666479316139721e+00 -2.2577035123768900e+00 -7.9603247996519258e+01 -2.3889550184674531e+07 
+6.4999999999999849e+00 -5.6966008423102799e-01 +7.8678504381179684e+00 -2.2753266841478830e+00 -7.9704514397481077e+01 -2.3809126901325028e+07 
+6.5499999999999847e+00 -5.6968482733995618e-01 +7.8690509348741946e+00 -2.2928014103011067e+00 -7.9810834328504157e+01 -2.3726398576715004e+07 
+6.5999999999999845e+00 -5.6970959076689454e-01 +7.8702492519928677e+00 -2.3101202910404592e+00 -7.9921707485823958e+01 -2.3642277046211082e+07 
+6.6499999999999844e+00 -5.6973437212820932e-01 +7.8714452195833600e+00 -2.3272759263683978e+00 -8.0036633559093943e+01 -2.3557674166398294e+07 
+6.6999999999999842e+00 -5.6975916904024737e-01 +7.8726386677561457e+00 -2.3442609167032877e+00 -8.0155112259678475e+01 -2.3473501751142628e+07 
+6.7499999999999840e+00 -5.6978397911933765e-01 +7.8738294266203885e+00 -2.3610678627342603e+00 -8.0276643286956698e+01 -2.3390671585971195e+07 
+6.7999999999999838e+00 -5.6980879998179534e-01 +7.8750173262859136e+00 -2.3776893652189148e+00 -8.0400726355633125e+01 -2.3310095450434148e+07 
+6.8499999999999837e+00 -5.6983362924391512e-01 +7.8762021968624918e+00 -2.3941180254082854e+00 -8.0526861185520715e+01 -2.3232685071816374e+07 
+6.8999999999999835e+00 -5.6985846452198030e-01 +7.8773838684592477e+00 -2.4103464444628666e+00 -8.0654547493190520e+01 -2.3159352187229868e+07 
+6.9499999999999833e+00 -5.6988330343225302e-01 +7.8785621711855844e+00 -2.4263672239655705e+00 -8.0783285006609347e+01 -2.3091008490927126e+07 
+6.9999999999999831e+00 -5.6990814359097997e-01 +7.8797369351502047e+00 -2.4421729657482758e+00 -8.0912573446474340e+01 -2.3028565643670183e+07 
+7.0499999999999829e+00 -5.6993298265570114e-01 +7.8809080000505789e+00 -2.4577576506684795e+00 -8.1041987667295757e+01 -2.2972705032658812e+07 
+7.0999999999999828e+00 -5.6995781844381610e-01 +7.8820752560097063e+00 -2.4731220274177725e+00 -8.1171529722572458e+01 -2.2923062684003465e+07 
+7.1499999999999826e+00 -5.6998264881096183e-01 +7.8832386090094895e+00 -2.4882689320562830e+00 -8.1301341328089876e+01 -2.2878972415918380e+07 
+7.1999999999999824e+00 -5.7000747161276066e-01 +7.8843979650319236e+00 -2.5032012011930243e+00 -8.1431564187255262e+01 -2.2839767988656636e+07 
+7.2499999999999822e+00 -5.7003228470482636e-01 +7.8855532300577442e+00 -2.5179216711782830e+00 -8.1562339983042079e+01 -2.2804783196172293e+07 
+7.2999999999999821e+00 -5.7005708594276172e-01 +7.8867043100642276e+00 -2.5324331783026550e+00 -8.1693810346848082e+01 -2.2773351843829360e+07 
+7.3499999999999819e+00 -5.7008187318216008e-01 +7.8878511110278628e+00 -2.5467385587073577e+00 -8.1826116897987561e+01 -2.2744807757085636e+07 
+7.3999999999999817e+00 -5.7010664427860314e-01 +7.8889935389221026e+00 -2.5608406483882042e+00 -8.1959401208423444e+01 -2.2718484784780011e+07 
+7.4499999999999815e+00 -5.7013139708765992e-01 +7.8901314997189695e+00 -2.5747422834062164e+00 -8.2093804829095347e+01 -2.2693716769845631e+07 
+7.4999999999999813e+00 -5.7015612946489591e-01 +7.8912648993870729e+00 -2.5884462993239103e+00 -8.2229469259170784e+01 -2.2669837614336453e+07 
+7.5499999999999812e+00 -5.7018083926585794e-01 +7.8923936438940823e+00 -2.6019555318445806e+00 -8.2366535981411218e+01 -2.2646181216140695e+07 
+7.5999999999999810e+00 -5.7020552434608596e-01 +7.8935176392050455e+00 -2.6152728164562129e+00 -8.2505146439478878e+01 -2.2622081495789196e+07 
+7.6499999999999808e+00 -5.7023018256110636e-01 +7.8946367912818038e+00 -2.6284009886090374e+00 -8.2645442027817964e+01 -2.2596872385873005e+07 
+7.6999999999999806e+00 -5.7025481176643733e-01 +7.8957510060849154e+00 -2.6413428834048642e+00 -8.2787564120144225e+01 -2.2569887861369085e+07 
+7.7499999999999805e+00 -5.7027940981758085e-01 +7.8968601895719681e+00 -2.6541013361108914e+00 -8.2931654044590289e+01 -2.2540461885809407e+07 
+7.7999999999999803e+00 -5.7030397457003579e-01 +7.8979642476983862e+00 -2.6666791814134698e+00 -8.3077853095789109e+01 -2.2507928489249121e+07 
+7.8499999999999801e+00 -5.7032850387928047e-01 +7.8990630864170415e+00 -2.6790792542702953e+00 -8.3226302527899037e+01 -2.2471621681262933e+07 
+7.8999999999999799e+00 -5.7035299560078578e-01 +7.9001566116783346e+00 -2.6913043893118664e+00 -8.3377143557649163e+01 -2.2430875511103656e+07 
+7.9499999999999797e+00 -5.7037744759001230e-01 +7.9012447294301253e+00 -2.7033574209385325e+00 -8.3530517360901015e+01 -2.2385024057733972e+07 
+7.9999999999999796e+00 -5.7040185770240071e-01 +7.9023273456181879e+00 -2.7152411838320605e+00 -8.3686565096913597e+01 -2.2333401396285929e+07 
+8.0499999999999794e+00 -5.7042622388266517e-01 +7.9034043731644719e+00 -2.7269574745825031e+00 -8.3845423156502122e+01 -2.2275533838018190e+07 
+8.0999999999999801e+00 -5.7045054443969812e-01 +7.9044757544079820e+00 -2.7385042747938182e+00 -8.4007050423418406e+01 -2.2211804461614821e+07 
+8.1499999999999808e+00 -5.7047481777519349e-01 +7.9055414392506087e+00 -2.7498787315276907e+00 -8.4171311473818008e+01 -2.2142842298724130e+07 
+8.1999999999999815e+00 -5.7049904229083293e-01 +7.9066013775931969e+00 -2.7610779920591026e+00 -8.4338070786795910e+01 -2.2069276482083276e+07 
+8.2499999999999822e+00 -5.7052321638828918e-01 +7.9076555193378306e+00 -2.7720992037104266e+00 -8.4507192870329476e+01 -2.1991736136658426e+07 
+8.2999999999999829e+00 -5.7054733846922623e-01 +7.9087038143880104e+00 -2.7829395138457396e+00 -8.4678542263538006e+01 -2.1910850378645334e+07 
+8.3499999999999837e+00 -5.7057140693529707e-01 +7.9097462126495044e+00 -2.7935960699090621e+00 -8.4851983548373141e+01 -2.1827248315764505e+07 
+8.3999999999999844e+00 -5.7059542018814113e-01 +7.9107826640285781e+00 -2.8040660195605667e+00 -8.5027381325648562e+01 -2.1741559031951152e+07 
+8.4499999999999851e+00 -5.7061937662938944e-01 +7.9118131184345790e+00 -2.8143465105201217e+00 -8.5204600250602525e+01 -2.1654411599730190e+07 
+8.4999999999999858e+00 -5.7064327466066389e-01 +7.9128375257770660e+00 -2.8244346904374180e+00 -8.5383504993503976e+01 -2.1566435099890616e+07 
+8.5499999999999865e+00 -5.7066711268357284e-01 +7.9138558359682385e+00 -2.8343277073114193e+00 -8.5563960273741543e+01 -2.1478258569692038e+07 
+8.5999999999999872e+00 -5.7069088909971155e-01 +7.9148679989218218e+00 -2.8440227092405346e+00 -8.5745830843417593e+01 -2.1390511037499730e+07 
+8.6499999999999879e+00 -5.7071460231066973e-01 +7.9158739645535139e+00 -2.8535168442474905e+00 -8.5928981494617958e+01 -2.1303821534437522e+07 
